Anime_id,Title,Genre,Type,Producer,Studio,Rating,ScoredBy,Popularity,Members,Episodes,Source,Aired,,,,,
1795,Dirty Pair: Bouryaku no 005-bin,"['Action', 'Sci-Fi', 'Adventure', 'Comedy', 'Police']",OVA,,['Sunrise'],6.9,1002,7080,2375,1,Light novel,25-Jan-90,,,,,
1796,Dirty Pair: The Movie,"['Action', 'Sci-Fi', 'Adventure', 'Comedy', 'Police']",Movie,['Atelier Musa'],['Sunrise'],7.16,1838,5474,4370,1,Light novel,14-Mar-87,,,,,
1797,Animation Seisaku Shinkou Kuromi-chan,"['Comedy', 'Parody', 'Drama']",OVA,['DAX Production'],['Yumeta Company'],6.99,3506,4863,6690,1,Unknown,30-Mar-01,,,,,
1798,Animation Seisaku Shinkou Kuromi-chan 2,"['Comedy', 'Parody', 'Drama']",OVA,['DAX Production'],['Yumeta Company'],7,2542,5861,4326,1,Unknown,28-Jan-04,,,,,
1799,Fatal Fury: Legend of the Hungry Wolf,"['Action', 'Adventure', 'Drama', 'Martial Arts', 'Romance', 'Shounen']",OVA,"['Nihon Ad Systems', 'Studio Jack']",,6.58,3694,4899,6303,1,Game,23-Dec-92,,,,,
1800,Fatal Fury 2: The New Battle,"['Action', 'Adventure', 'Drama', 'Martial Arts', 'Shounen']",OVA,['Nihon Ad Systems'],,6.85,3547,5080,5884,1,Game,31-Jul-93,,,,,
1802,Dirty Pair Flash,"['Action', 'Adventure', 'Police', 'Comedy', 'Sci-Fi']",OVA,"['VAP', 'Studio Jack']",['Sunrise'],6.78,2181,5229,5371,6,Light novel,"Jan 21, 1994 to Jun 21, 1994",,,,,
1803,Dirty Pair: Lovely Angels yori Ai wo Komete,"['Action', 'Adventure', 'Comedy', 'Police', 'Sci-Fi']",OVA,['Studio Nue'],['Sunrise'],7.12,1066,6706,2673,2,Light novel,1-Jan-87,,,,,
1804,Koko wa Green Wood,"['Comedy', 'Drama', 'Romance', 'Shoujo', 'Slice of Life', 'Supernatural']",OVA,,"['Studio Pierrot', 'Ajia-Do']",6.94,1913,5225,5114,6,Manga,"Nov 22, 1991 to Mar 26, 1993",,,,,
1805,Master Mosquiton,"['Action', 'Adventure', 'Comedy', 'Demons', 'Supernatural', 'Vampire']",OVA,"['Nippon Columbia', 'Zero-G Room']",,6.82,1633,6171,3598,6,Manga,"Nov 21, 1996 to Apr 19, 1997",,,,,
1806,Master Mosquiton '99,"['Action', 'Adventure', 'Comedy', 'Supernatural', 'Vampire']",TV,"['TV Tokyo', 'Sotsu', 'Zero-G Room']",,6.67,922,6918,2750,26,Manga,"Sep 30, 1997 to Mar 31, 1998",,,,,
1807,Prism Ark,"['Action', 'Fantasy', 'Magic', 'Comedy', 'Drama']",TV,"['Marvelous', 'Media Factory', '5pb.', 'Pencil']",['Front Line'],6.55,7092,3211,18550,12,Visual novel,"Oct 8, 2007 to Dec 24, 2007",,,,,
1808,Kamichama Karin,"['Comedy', 'Fantasy', 'Magic', 'Romance', 'School', 'Shoujo']", 'Nihon Ad Systems', 'Pony Canyon'," 'Studio Kelmadick']""",['Satelight'],7.46,14712,2216,35467,26,Manga,https://myanimelist.net/anime/1808/Kamichama_Karin,,,,
1810,Kyoushirou to Towa no Sora,"['Drama', 'Magic', 'Romance', 'Shounen']",TV,"['Geneon Universal Entertainment', 'AT-X', 'KlockWorx', 'Studio Mausu', 'Toshiba Entertainment']",['TNK'],6.61,11071,2331,32428,12,Manga,"Jan 5, 2007 to Mar 23, 2007",,,,,
1812,Hanoka,['Sci-Fi'],TV,"['RAMS', 'Fanworks']",,4.02,845,7309,2137,12,Unknown,"Aug 8, 2006 to Oct 31, 2006",,,,,
1813,Genshiken OVA,"['Parody', 'Slice of Life', 'Comedy']",OVA,"['Genco', 'Lantis', 'Media Factory']",['Ajia-Do'],7.72,23882,2094,39191,3,Manga,"Dec 22, 2006 to Apr 25, 2007",,,,,
1815,Shakugan no Shana Movie,"['Action', 'Supernatural', 'Fantasy']",Movie,"['Geneon Universal Entertainment', 'ASCII Media Works', 'Showgate']",['J.C.Staff'],7.44,25032,1828,48840,1,Light novel,21-Apr-07,,,,,
1816,Sonic X,"['Sci-Fi', 'Adventure', 'Comedy', 'Kids', 'Mecha', 'Shounen']",TV,,['TMS Entertainment'],6.52,21081,2024,36876,78,Game,"Apr 6, 2003 to Mar 28, 2004",,,,,
1818,Claymore,"['Action', 'Adventure', 'Super Power', 'Demons', 'Supernatural', 'Fantasy', 'Shounen']",TV,"['VAP', 'Avex Entertainment', 'Nippon Television Network']",['Madhouse'],7.87,206984,147,403202,26,Manga,"Apr 4, 2007 to Sep 26, 2007",,,,,
1819,Daimajuu Gekitou: Hagane no Oni,"['Mecha', 'Horror', 'Sci-Fi']",OVA,['AIC'],,5.35,595,8084,1504,1,Unknown,10-Dec-87,,,,,
1820,Power Dolls,"['Action', 'Adventure', 'Mecha', 'Sci-Fi']",OVA,['VAP'],['OLM'],5.51,415,8667,1160,2,Game,"Mar 1, 1996 to Mar 1, 1998",,,,,
1821,Guren,"['Harem', 'Hentai']",OVA,['Discovery'],['AT-2'],6.3,1213,6080,3670,3,Visual novel,"Sep 7, 2001 to Mar 29, 2002",,,,,
1822,The Hakkenden,"['Action', 'Adventure', 'Historical', 'Demons', 'Martial Arts', 'Samurai', 'Shounen']",OVA,['AIC'],['Artmic'],6.71,1431,5279,4970,6,Novel,"Oct 25, 1990 to Mar 25, 1991",,,,,
1823,Shin Hakkenden,"['Action', 'Adventure', 'Martial Arts', 'Sci-Fi']",TV,"['TV Tokyo', 'Public &amp; Basic']",,7.28,1342,6137,3482,26,Unknown,"Apr 3, 1999 to Sep 25, 1999",,,,,
1824,Hadashi no Gen,"['Drama', 'Historical']",Movie,['RCC Chugoku Broadcasting'],['Madhouse'],7.88,9184,2577,22881,1,Manga,21-Jul-83,,,,,
1825,Hadashi no Gen 2,"['Drama', 'Historical', 'Shounen']",Movie,['GEN Productions'],['Madhouse'],7.46,2833,4797,6271,1,Manga,14-Jun-86,,,,,
1826,Deltora Quest,"['Adventure', 'Kids', 'Fantasy']",TV,"['Geneon Universal Entertainment', 'Dentsu', 'Genco', 'Kodansha', 'Half H.P Studio']",['OLM'],7.08,4808,3348,14141,65,Book,"Jan 6, 2007 to Mar 29, 2008",,,,,
1827,Seirei no Moribito,"['Action', 'Adventure', 'Historical', 'Fantasy']",TV,"['NHK', 'Atelier Musa']",['Production I.G'],8.21,51348,714,132723,26,Novel,"Apr 7, 2007 to Sep 29, 2007",,,,,
1828,Catblue: Dynamite,"['Action', 'Fantasy']",ONA,,,6.24,575,8460,1446,1,Unknown,22-Dec-06,,,,,
1830,Utawarerumono Specials,"['Action', 'Fantasy', 'Comedy', 'Drama']",Special,['Lantis'],['OLM'],7.71,6593,3840,12495,6,Unknown,"Aug 23, 2006 to Feb 21, 2007",,,,,
1831,Iczer-Girl Iczelion,"['Action', 'Adventure', 'Sci-Fi']",OVA,['KSS'],,5.73,630,8053,1546,2,Original,"Jan 27, 1995 to Mar 24, 1995",,,,,
1832,Meiou Project Zeorymer,"['Action', 'Sci-Fi', 'Psychological', 'Drama', 'Mecha']",OVA,"['Youmex', 'Toshiba EMI']","['AIC', 'Artmic']",6.28,1485,6325,3178,4,Manga,"Nov 26, 1988 to Feb 21, 1990",,,,,
1833,Hyper-Psychic Geo Garaga,"['Action', 'Sci-Fi', 'Adventure']",Movie,['Asmik Ace Entertainment'],"['Anime R', 'Aubec']",5.2,379,9386,851,1,Manga,21-Oct-89,,,,,
1835,Ryuusei no Rockman,"['Action', 'Game', 'Sci-Fi', 'Shounen']",TV,,['Xebec'],7.23,3654,4392,8295,55,Game,"Oct 7, 2006 to Oct 27, 2007",,,,,
1836,Shuffle! Memories,"['Comedy', 'Drama', 'Ecchi', 'Fantasy', 'Harem', 'Magic', 'Romance', 'School', 'Seinen']",TV,['Memory-Tech'],['Asread'],6.62,16680,2068,39423,12,Visual novel,"Jan 7, 2007 to Mar 26, 2007",,,,,
1838,Mitsu x Mitsu Drops,"['Drama', 'Romance', 'School', 'Shoujo']",OVA,"['Radix', 'Soft Garage']",,6.12,10369,3108,19335,2,Manga,"Apr 28, 2006 to Jul 28, 2006",,,,,
1839,Jagainu-kun,"['Adventure', 'Fantasy', 'Kids', 'Shoujo', 'Slice of Life']",TV,['Aniplex'],,6.6,479,9127,1124,26,Unknown,"Apr 4, 2004 to Jul 18, 2004",,,,,
1841,Dai Mahou Touge Omake,['Comedy'],Special,,['Diomedea'],6.92,3604,5068,6341,4,Unknown,"Mar 20, 2006 to Mar 21, 2007",,,,,
1842,Major S3,"['Drama', 'Shounen', 'Sports']",TV,['NHK'],['Studio Hibari'],8.37,25085,1977,38370,26,Manga,"Jan 6, 2007 to Jun 30, 2007",,,,,
1843,Yomigaeru Sora: Rescue Wings - Saigo no Shigoto,"['Drama', 'Military', 'Seinen']",Special,,['J.C.Staff'],7.04,1176,7431,2139,1,Original,17-Jun-06,,,,,
1844,Clamp Gakuen Tanteidan,"['Action', 'Mystery', 'Comedy', 'Shoujo']",TV,['Bandai Visual'],['Studio Pierrot'],7.01,3291,4292,9099,26,Manga,"May 3, 1997 to Oct 25, 1997",,,,,
1846,Princess Nine: Kisaragi Joshikou Yakyuubu,"['Sports', 'Romance', 'Drama']",TV,['NHK'],['Phoenix Entertainment'],7.27,2424,4663,7123,26,Original,"Apr 8, 1998 to Oct 14, 1998",,,,,
1847,Rec: Yurusarezarumono,"['Comedy', 'Romance', 'Drama']",Special,,['Shaft'],7.24,12055,3155,18705,1,Manga,30-Jun-06,,,,,
1848,Haou Taikei Ryuu Knight,"['Action', 'Adventure', 'Fantasy', 'Mecha']",TV,,['Sunrise'],6.65,377,7658,1973,52,Manga,"Apr 5, 1994 to Mar 28, 1995",,,,,
1850,Haou Daikei Ryuu Knight: Adeu Legend II,"['Action', 'Adventure', 'Fantasy', 'Mecha']",OVA,,['Sunrise'],6.2,143,10523,515,3,Unknown,"Dec 18, 1995 to Apr 25, 1996",,,,,
1851,Haou Daikei Ryuu Knight: Adeu Legend Final,"['Parody', 'Adventure', 'Fantasy', 'Comedy', 'Mecha']",OVA,,['Sunrise'],6.33,130,10579,515,1,Unknown,25-May-96,,,,,
1852,Hidamari Sketch,"['Slice of Life', 'Comedy', 'School', 'Seinen']",TV,"['Aniplex', 'Lantis', 'TBS', 'Movic', 'Houbunsha']",['Shaft'],7.48,17677,1666,51660,12,4-koma manga,"Jan 12, 2007 to Mar 30, 2007",,,,,
1853,Cutey Honey F,"['Action', 'Adventure', 'Comedy', 'Magic', 'Romance', 'Sci-Fi', 'Shoujo']",TV,['Dynamic Planning'],['Toei Animation'],6.64,1074,5237,4958,39,Unknown,"Feb 15, 1997 to Jan 31, 1998",,,,,
1854,Rockman Hoshi ni Negai wo,"['Action', 'Sci-Fi', 'Adventure']",OVA,,,6.54,1045,7123,2404,3,Unknown,20-Sep-02,,,,,
1855,JaJa Uma! Quartet,"['Adventure', 'Comedy', 'Fantasy', 'Magic', 'Shounen']",OVA,,,5.18,458,9140,1053,2,Unknown,"May 21, 1997 to Sep 26, 1997",,,,,
1857,Taiyou no Mokushiroku: A Spirit of the Sun,"['Drama', 'Sci-Fi']",Special,['Tohokushinsha Film Corporation'],['Madhouse'],7.05,553,7781,1788,2,Manga,"Sep 17, 2006 to Sep 18, 2006",,,,,
1858,Gakuen Utopia Manabi Straight!,"['Slice of Life', 'Comedy', 'School']",TV,"['Starchild Records', 'KlockWorx', 'ASCII Media Works']",['ufotable'],7.34,8166,2829,22698,12,Original,"Jan 8, 2007 to Mar 26, 2007",,,,,
1859,Grappler Baki,"['Action', 'Sports', 'Martial Arts', 'Shounen']",OVA,['Knack Productions'],,6.9,3030,4654,5677,1,Manga,21-Aug-94,,,,,
1860,Tokyo Majin Gakuen Kenpucho: Tou,"['Action', 'Horror', 'Supernatural', 'Drama', 'Martial Arts', 'Fantasy', 'School']",TV,['Trinity Sound'],"['AIC Spirits', 'BeSTACK']",7.26,19460,1715,51942,14,Visual novel,"Jan 19, 2007 to Apr 20, 2007",,,,,
1861,Slam Dunk: Zenkoku Seiha Da! - Sakuragi Hanamichi,"['Slice of Life', 'Comedy', 'Sports', 'Drama', 'School', 'Shounen']",Movie,,['Toei Animation'],7.64,4932,4200,9335,1,Unknown,20-Aug-94,,,,,
1862,Strike Witches OVA,"['Action', 'Military', 'Sci-Fi', 'Magic', 'Ecchi']",OVA,['Rakuonsha'],['Gonzo'],6.31,9551,3045,20313,1,Original,1-Jan-07,,,,,
1863,Silk Road Shounen Yuuto,"['Adventure', 'Fantasy', 'Historical']",TV,['NHK-BS2'],['OLM'],5.88,16,11466,319,26,Unknown,"Sep 16, 2006 to Mar 24, 2007",,,,,
1864,Koisuru Tenshi Angelique: Kagayaki no Ashita,"['Drama', 'Fantasy', 'Harem', 'Romance', 'Shoujo']",TV,"['Kids Station', 'Koei']",['Satelight'],7.12,2215,4736,7084,12,Game,"Jan 6, 2007 to Mar 24, 2007",,,,,
1865,Getsumen To Heiki Mina,"['Comedy', 'Parody', 'Sci-Fi']",TV,"['Pony Canyon', 'Studio Tulip', 'Sony Music Entertainment', 'Sotsu Music Publishing']",['Gonzo'],6.38,1526,5253,5510,11,Other,"Jan 14, 2007 to Mar 25, 2007",,,,,
1866,Seirei Tsukai,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Romance', 'Shounen', 'Supernatural']",Movie,['AIC'],,5.86,549,7442,2118,1,Unknown,1-Apr-95,,,,,
1868,Giniro no Olynsis: Tokito,"['Adventure', 'Drama', 'Romance', 'Mecha']",TV,"['Happinet Pictures', 'Nagoya TV Housou', 'Asahi Broadcasting']",['Toei Animation'],6.37,2150,5136,5994,12,Original,"Oct 6, 2006 to Dec 22, 2006",,,,,
1873,Plawres Sanshirou,"['Adventure', 'Sports', 'Mecha', 'School', 'Sci-Fi', 'Shounen']",TV,"['Asatsu DK', 'Kaname Productions']",,7.58,805,7333,2170,37,Manga,"Jun 5, 1983 to Feb 26, 1984",,,,,
1874,Love♥Love? Specials,"['Ecchi', 'Comedy', 'Harem', 'Romance']",Special,['m.o.e.'],"['Imagin', 'Studio Live']",6.14,2247,5959,4242,4,Original,"Sep 28, 2004 to Jan 26, 2005",,,,,
1878,Kaze no Shoujo Emily,"['Historical', 'Drama', 'Shoujo']",TV,['NHK'],['TMS Entertainment'],7.54,1190,5943,3783,26,Novel,"Apr 7, 2007 to Sep 29, 2007",,,,,
1879,Midnight Eye: Gokuu,"['Action', 'Sci-Fi', 'Mystery', 'Seinen']",OVA,['Toei Video'],['Madhouse'],6.52,1639,5437,3934,1,Manga,27-Jan-89,,,,,
1882,Sasami: Mahou Shoujo Club 2,"['Fantasy', 'Magic', 'School']",TV,['AIC Spirits'],,6.84,986,6901,2759,13,Unknown,"Oct 5, 2006 to Jan 11, 2007",,,,,
1883,Kappa no Kaikata,['Comedy'],TV,['Nihon Ad Systems'],['Picture Magic'],6.37,565,8449,1412,26,Manga,"Oct 4, 2004 to Apr 4, 2005",,,,,
1884,Himesama Goyoujin,['Comedy'],TV,['Bandai Visual'],['Nomad'],6.41,628,7949,1817,12,Original,"Apr 13, 2006 to Jul 20, 2006",,,,,
1885,Master of Epic: The Animation Age,"['Fantasy', 'Game', 'Comedy']",TV,['TV Tokyo'],"['Gonzo', 'Palm Studio']",6.13,317,8596,1330,12,Game,"Jan 8, 2007 to Mar 26, 2007",,,,,
1886,Fushigiboshi no☆Futagohime Gyu!,"['Magic', 'Comedy', 'Shoujo']",TV,"['Hal Film Maker', 'Nihon Ad Systems']",,7.27,901,6523,3055,52,Unknown,"Apr 1, 2006 to Mar 31, 2007",,,,,
1887,Lucky☆Star,"['Slice of Life', 'Comedy', 'Parody', 'School']",TV,"['Lantis', 'Rakuonsha', 'Lucky Paradise']",['Kyoto Animation'],7.83,188156,169,378745,24,4-koma manga,"Apr 8, 2007 to Sep 17, 2007",,,,,
1888,Ichigo Mashimaro OVA,"['Comedy', 'School', 'Slice of Life']",OVA,,['Daume'],7.79,9770,3284,16821,3,4-koma manga,"Feb 23, 2007 to Apr 25, 2007",,,,,
1889,Higurashi no Naku Koro ni Kai,"['Mystery', 'Psychological', 'Supernatural', 'Thriller']",TV,"['Geneon Universal Entertainment', 'Frontier Works', 'Sotsu', 'Movic']",['Studio Deen'],8.35,146916,306,270691,24,Visual novel,"Jul 6, 2007 to Dec 18, 2007",,,,,
1890,Clover,"['Drama', 'Fantasy', 'Music', 'Sci-Fi', 'Shoujo']",Music,"['Bandai Visual', 'Kodansha']",['Madhouse'],6.93,5216,4217,9703,1,Manga,21-Aug-99,,,,,
1891,YAT Anshin! Uchuu Ryokou,"['Adventure', 'Comedy', 'Sci-Fi', 'Shounen']",TV,['NHK'],"['Xebec', 'Group TAC']",7.16,424,8798,1143,50,Original,"Oct 5, 1996 to Sep 27, 1997",,,,,
1893,Azuki-chan,"['Comedy', 'Romance', 'Shoujo', 'Slice of Life']",TV,,['Madhouse'],6.82,627,7960,1701,117,Manga,"Apr 4, 1995 to Mar 17, 1998",,,,,
1894,Yu☆Gi☆Oh!: Hikari no Pyramid,"['Adventure', 'Comedy', 'Fantasy', 'Game']",Movie,['Nihon Ad Systems'],['Studio Gallop'],6.67,31124,1808,46161,1,Manga,13-Aug-04,,,,,
1896,Akibakei Kanojo,['Hentai'],OVA,['Milky Animation Label'],['Image House'],6.83,5027,3913,11287,3,Visual novel,"Jun 25, 2004 to Jun 25, 2006",,,,,
1897,Zettai Muteki Raijin-Oh,"['Adventure', 'Mecha', 'School', 'Sci-Fi']",TV,['Toshiba EMI'],['Sunrise'],6.96,220,9343,834,51,Original,"Apr 3, 1991 to Mar 25, 1992",,,,,
1898,Hikari to Mizu no Daphne Specials,"['Action', 'Ecchi', 'Comedy']",Special,,['J.C.Staff'],6.82,1078,7259,2443,2,Original,"Apr 23, 2004 to Oct 22, 2004",,,,,
1899,Masou Kishin Cybuster,"['Adventure', 'Mecha', 'Sci-Fi', 'Shounen']",TV,"['TV Tokyo', 'Bandai Visual', 'Nihon Ad Systems', 'Ashi Production']",['Production Reed'],6.24,530,7768,1750,26,Unknown,"May 3, 1999 to Oct 25, 1999",,,,,
1900,Twin Signal: Family Game,"['Action', 'Comedy', 'Mecha', 'Sci-Fi']",OVA,"['Tokyo Kids', 'Sony Music Entertainment']",,6.48,571,8865,1197,3,Unknown,"Sep 21, 1996 to Nov 21, 1996",,,,,
1901,11-nin Iru!,"['Action', 'Adventure', 'Drama', 'Mystery', 'Romance', 'Sci-Fi', 'Shoujo', 'Space']",Movie,['Kitty Films'],,7.23,2481,4958,5718,1,Manga,1-Nov-86,,,,,
1902,Happiness!: Watarase Jun no Kareinaru Ichinichi,"['Comedy', 'Fantasy']",OVA,,['Artland'],6.83,2851,5432,5420,1,Visual novel,25-Jan-07,,,,,
1903,Stratos 4: Logbook,"['Action', 'Ecchi', 'Sci-Fi']",Special,,,6.44,462,8855,1235,1,Unknown,26-Aug-06,,,,,
1904,Harukanaru Toki no Naka de 2: Shiroki Ryuu no Miko,"['Fantasy', 'Magic', 'Romance', 'Supernatural', 'Demons', 'Historical', 'Shoujo']",OVA,['Yumeta Company'],,6.72,629,7271,2393,3,Visual novel,"Mar 23, 2003 to Feb 2, 2005",,,,,
1905,Harukanaru Toki no Naka de: Hachiyou Shou Specials,"['Fantasy', 'Magic', 'Romance', 'Supernatural', 'Historical', 'Shoujo']",Special,['Yumeta Company'],,6.5,702,7630,2043,8,Visual novel,"Sep 23, 2005 to Apr 16, 2006",,,,,
1906,Harukanaru Toki no Naka de: Maihitoyo,"['Drama', 'Fantasy', 'Historical', 'Magic', 'Romance', 'Shoujo', 'Supernatural']",Movie,['Yumeta Company'],,7.34,1460,5795,4500,1,Visual novel,19-Aug-06,,,,,
1908,Lesson XX,"['Romance', 'Shounen Ai']",OVA,['Daiei'],,6.05,2687,5230,5416,1,Novel,7-Apr-95,,,,,
1909,Kusatta Kyoushi no Houteishiki,"['Comedy', 'Romance', 'Shounen Ai']",OVA,,['J.C.Staff'],6.22,1442,6475,3210,2,Manga,"Nov 25, 1994 to Nov 24, 1995",,,,,
1910,Master Keaton OVA,"['Adventure', 'Mystery']",OVA,"['VAP', 'Shogakukan Productions']",['Madhouse'],7.88,1493,5421,4410,15,Manga,"Dec 21, 1999 to Jun 20, 2000",,,,,
1911,Top wo Nerae! & Top wo Nerae 2! Gattai Movie!!,"['Comedy', 'Mecha', 'Shounen']",Movie,,['Gainax'],7.52,2829,4232,9373,2,Original,1-Oct-06,,,,,
1912,Marginal Prince: Gekkeiju no Ouji-tachi,"['Romance', 'School', 'Shounen Ai']",TV,"['GDH', 'Tokyo Kids', 'Sotsu Music Publishing']",,6.03,2679,4184,9659,13,Visual novel,"Oct 2, 2006 to Dec 25, 2006",,,,,
1913,Shonan Junai Gumi!,"['Action', 'Comedy', 'School']",OVA,['Japan Home Video'],"['J.C.Staff', 'Life Work']",7.57,11548,2548,25354,5,Manga,"Jan 21, 1994 to Jan 24, 1997",,,,,
1914,Saiunkoku Monogatari 2nd Season,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Historical', 'Romance']",TV,"['NHK', 'Sogo Vision']",['Madhouse'],8.17,11907,2514,27450,39,Light novel,"Apr 7, 2007 to Mar 8, 2008",,,,,
1915,Mahou Shoujo Lyrical Nanoha StrikerS,"['Action', 'Magic', 'Comedy', 'Super Power', 'Drama']",TV,"['Geneon Universal Entertainment', 'A-Line', 'King Records']",['Seven Arcs'],7.72,19927,2057,40346,26,Original,"Apr 2, 2007 to Sep 24, 2007",,,,,
1916,Mobile Suit Gundam MS IGLOO: Apocalypse 0079,"['Mecha', 'Military', 'Sci-Fi', 'Space']",OVA,['Bandai Visual'],['Sunrise'],7.03,4656,4259,9168,3,Unknown,"Apr 26, 2006 to Aug 25, 2006",,,,,
1917,Mobile Suit Gundam MS IGLOO: The Hidden One Year War,"['Mecha', 'Military', 'Sci-Fi', 'Space']",OVA,,['Sunrise'],6.9,5028,4128,9799,3,Unknown,"Jul 19, 2004 to Nov 3, 2004",,,,,
1918,Mahou Shoujo Pretty Sammy,"['Comedy', 'Parody', 'Magic', 'Fantasy']",OVA,['AIC'],,6.47,2089,5504,4986,3,Original,"Aug 25, 1995 to Aug 24, 1997",,,,,
1919,Urusei Yatsura OVA,"['Sci-Fi', 'Adventure', 'Comedy']",OVA,,"['Madhouse', 'Studio Deen', 'Magic Bus']",7.52,1199,6272,3174,11,Manga,"Sep 24, 1985 to Jun 21, 1991",,,,,
1920,Urusei Yatsura Movie 1: Only You,"['Action', 'Adventure', 'Comedy', 'Romance', 'Drama', 'Sci-Fi']",Movie,['Kitty Films'],['Studio Pierrot'],7.23,2370,5255,4959,1,Manga,13-Feb-83,,,,,
1921,Urusei Yatsura Movie 2: Beautiful Dreamer,"['Action', 'Adventure', 'Comedy', 'Romance', 'Drama', 'Sci-Fi']",Movie,"['Kitty Films', 'Studio Kyuuma']",['Studio Pierrot'],7.87,3567,4273,7786,1,Manga,11-Feb-84,,,,,
1922,Urusei Yatsura Movie 3: Remember My Love,"['Action', 'Sci-Fi', 'Adventure', 'Comedy', 'Drama', 'Romance']",Movie,['Kitty Films'],['Studio Deen'],7.09,1629,5940,3724,1,Manga,26-Jan-85,,,,,
1923,Urusei Yatsura Movie 4: Lum The Forever,"['Action', 'Sci-Fi', 'Adventure', 'Comedy', 'Drama', 'Romance']",Movie,['Kitty Films'],['Studio Deen'],6.88,1480,6095,3530,1,Manga,22-Feb-86,,,,,
1924,Urusei Yatsura Movie 5: Kanketsu-hen,"['Action', 'Sci-Fi', 'Adventure', 'Comedy', 'Drama', 'Romance']",Movie,['Kitty Films'],,7.63,1491,6027,3618,1,Manga,6-Feb-88,,,,,
1925,Urusei Yatsura Movie 6: Itsudatte My Darling,"['Action', 'Sci-Fi', 'Adventure', 'Comedy', 'Drama', 'Romance']",Movie,['Kitty Films'],['Madhouse'],6.99,1281,6140,3392,1,Manga,18-Aug-91,,,,,
1926,Jishu Seisaku Movie Binchou-tan,"['Slice of Life', 'Music']",Music,['TBS'],['Ishikawa Pro'],6.19,1021,7841,1944,1,Manga,14-Aug-05,,,,,
1927,Gakuen Tokusou Hikaruon,"['Action', 'Super Power', 'Martial Arts', 'School']",OVA,['Network'],['AIC'],5.82,666,8207,1407,1,Original,28-Jan-87,,,,,
1928,Early Reins,"['Action', 'Adventure', 'Seinen']",OVA,['Toho'],['OLM'],5.95,1082,7274,2317,1,Unknown,14-Feb-03,,,,,
1929,Futari wa Precure: Max Heart,"['Action', 'Comedy', 'Fantasy', 'Magic', 'Shoujo']",TV,['Asahi Broadcasting'],['Toei Animation'],7.03,3831,4137,9210,47,Original,"Feb 6, 2005 to Jan 29, 2006",,,,,
1930,Futari wa Precure: Max Heart Movie 1,"['Fantasy', 'Magic', 'Comedy', 'Shoujo']",Movie,['Asatsu DK'],['Toei Animation'],6.94,1618,5997,3775,1,Original,16-Apr-05,,,,,
1931,Futari wa Precure: Max Heart Movie 2 - Yukizora no Tomodachi,"['Fantasy', 'Magic', 'Comedy', 'Shoujo']",Movie,,['Toei Animation'],7.26,1487,6116,3536,1,Original,10-Dec-05,,,,,
1932,Yes! Precure 5,"['Action', 'Fantasy', 'Magic', 'School', 'Shoujo']",TV,['Asahi Broadcasting'],['Toei Animation'],7.27,2991,4309,8220,49,Original,"Feb 4, 2007 to Jan 27, 2008",,,,,
1933,Growlanser IV: Wayfarer of the Time,['Action'],OVA,['Atlus'],"['feel.', 'Zexcs']",5.77,433,9096,1073,1,Visual novel,10-Mar-05,,,,,
1935,Megazone 23,"['Action', 'Sci-Fi', 'Music', 'Mystery', 'Romance', 'Mecha']",OVA,['Victor Entertainment'],"['Artland', 'AIC', 'Artmic']",6.92,2552,4066,8984,4,Original,"Mar 9, 1985 to Dec 22, 1989",,,,,
1936,Misute♡naide Daisy,"['Sci-Fi', 'Comedy', 'Romance', 'Shounen']",TV,,['Studio Deen'],5.66,235,9340,903,12,Manga,"Jul 3, 1997 to Sep 18, 1997",,,,,
1937,Nakoruru: Ano Hito kara no Okurimono,"['Fantasy', 'Supernatural', 'Historical', 'Drama']",OVA,['Atelier Musa'],['Arms'],5.54,463,8781,1188,1,Game,25-May-02,,,,,
1938,Shin Kaitei Gunkan,"['Action', 'Adventure', 'Fantasy', 'Historical', 'Military', 'Sci-Fi']",OVA,"['Kadokawa Shoten', 'Phoenix Entertainment']",,6.16,409,8870,1109,2,Other,"Dec 21, 1995 to Aug 1, 1996",,,,,
1939,SD Gundam Gaiden,"['Adventure', 'Comedy', 'Fantasy', 'Mecha']",OVA,['Bandai'],,5.88,550,7805,1781,4,Original,"Apr 25, 1990 to Apr 21, 1991",,,,,
1940,Outlanders,"['Sci-Fi', 'Adventure', 'Comedy', 'Ecchi', 'Shounen']",OVA,['Tatsunoko Production'],['AIC'],6.1,1737,5849,3580,1,Manga,16-Dec-86,,,,,
1941,Moonlight Mile 1st Season: Lift Off,"['Adventure', 'Drama', 'Sci-Fi', 'Space']",TV,,['Studio Hibari'],7.25,2371,4640,7475,12,Manga,"Mar 4, 2007 to May 27, 2007",,,,,
1942,Rocket Girls,"['Sci-Fi', 'Adventure', 'Space']",TV,['Happinet Pictures'],['Mook DLE'],6.98,1992,5177,5641,12,Light novel,"Feb 22, 2007 to May 18, 2007",,,,,
1943,Paprika,"['Sci-Fi', 'Mystery', 'Dementia', 'Horror', 'Psychological', 'Thriller', 'Fantasy']",Movie,"['Sony Pictures Entertainment', 'Cyclone Graphics inc']",['Madhouse'],8.12,124289,333,230211,1,Novel,25-Nov-06,,,,,
